user,user_location,text,favorite_count,retweet_count
"day by day, bird by",,"RT @DrNeilStone: Can we all just definitively agree that not a single dose of Covid vaccine should be wasted, and that if any are left over…",0,3988
Rafael Chapuseaux,"New York, NY",Nearly two dozen nursing home residents in Norway die within days of getting COVID vaccine https://t.co/et7vquCU7g,0,0
Sue Barnish 💙 Save Lives - Wear a Mask 😷,Citizen of Somewhere,RT @JJHTweets: If having 2 doses of the Covid vaccine isn't important and UK Gov are promising every adult to have 1 dose by September then…,0,2109
GENERAL ELECTION 17,uk,Focus on your day job! Ruth Davidson shames Nicola Sturgeon in brutal Twitter takedown https://t.co/8ocDKvVcvY https://t.co/sgM9qCiGFC,0,0
mary 3.5%,,RT @DrEricDing: BREAKING—UK🇬🇧 Cabinet minister Dominic Raab has refused to guarantee that all people who have received first dose of corona…,0,1594
Laumom2,,"RT @thehill: Incoming Biden chief of staff on COVID vaccine rollout: ""We're inheriting a huge mess"" https://t.co/x06hBdsu2A https://t.co/y3…",0,102
Jen fairburn,sydney australia,Premier says people who don't get COVID vaccine could face venue bans - Daily Telegraph https://t.co/VmpajVqajE via @GoogleNews  SO NOW IT BEGINS! Vaccine used as control,0,0
Kirk Coon,"Wichita, KS",RT @Independent: Up to one fifth of staff in some care home groups ‘refusing Covid vaccine’ https://t.co/lhz4yh5vJY,0,4
Maria Alva,,RT @cristela9: The Honda Acts of Kindness should help with the covid vaccine rollout.,0,5
theredquill_the Revenge,"Liverpool, England",RT @JJHTweets: If having 2 doses of the Covid vaccine isn't important and UK Gov are promising every adult to have 1 dose by September then…,0,2109
hanspy,,RT @Independent: Over-70s to be offered Covid vaccines from Monday https://t.co/aWs5yWaREL,0,12
neave,uk 22 ⚢,i really hope that whenever i eventually get my covid vaccine i turn up and it’s mildred ratched and instead of vaccinating me she just murders me instead,1,0
Rachel Kelly,"Paisley, Scotland",Can I just say I got the COVID vaccine yesterday and I haven’t grown a third nipple or been spied on by the government yet x,0,0
Cait,chicago,if u ate food out of an easy bake oven do not worry about what’s in the covid vaccine,0,0
Michael Ferguson,,"RT @smotus: Two presidencies today

Biden: ""Here's my plan for getting the Covid vaccine distributed quickly and rebuilding the economy.""…",0,20078
Dee Dee DiOrio,Huntington Beach CA,@BeckyQuick Yes I got my first Covid Vaccine today,0,0
Donal,Kingdom of Mourne,RT @DrEricDing: BREAKING—UK🇬🇧 Cabinet minister Dominic Raab has refused to guarantee that all people who have received first dose of corona…,0,1593
N H M,"Jacksonville, FL",J&amp;J's one-shot Covid vaccine is safe and generates promising immune response in early trial https://t.co/TTCYFBqWPu,0,0
Vivien Shotwell ♪,Halifax,"RT @MoriartyLab: #Canadians pls share to prevent spread of misinformation

FACT-CHECK

Did 23 People In Norway Die After Receiving COVID Va…",0,99
Victor Rwanda,,RT @Independent: Up to one fifth of staff in some care home groups ‘refusing Covid vaccine’ https://t.co/lhz4yh5vJY,0,4
WOZ,,"@AdamMeagher @livefromlondon1 @dumfriesbat @anthony86harri1 @SkyNews Haha. 

Here come the insults. Predictable as always witj sheep like you.

Covid vaccine won't stop you from dying of Alzheimers, will it??!",0,0
WWMT-TV,West Michigan,"A World War II veteran got his COVID vaccine on January 8 in New Orleans, Louisiana, and it's something he's spent much of the quarantine looking forward to.

VACCINES: https://t.co/8uEPfAziyw https://t.co/3ge2E16073",0,0
AJ Bird-Cullen 😷 💙,"Bristol, UK","RT @doctor_oxford: Does the government know something the WHO, FDA &amp; Pfizer don't - or are they seriously willing to consider gambling with…",0,2155
Rockcreek8,SW Florida,RT @windknot5181: So I need to bring identification to get my covid vaccine but I don’t need it to vote? @SteveMcNY @fud31,0,9
Evelyn,,RT @Independent: Up to one fifth of staff in some care home groups ‘refusing Covid vaccine’ https://t.co/lhz4yh5vJY,0,4
Daily Excelsior,Jammu and Kashmir,"2.24 lakh given COVID vaccine in 2 days
https://t.co/K2btasvwA7",0,0
Helen,Scotland,RT @DrEricDing: BREAKING—UK🇬🇧 Cabinet minister Dominic Raab has refused to guarantee that all people who have received first dose of corona…,0,1594
rp!,"Ohio, USA",RT @nazvre: 23 people in Norway have died days after receiving the Pfizer COVID vaccine.,0,7
Kevin Duncliffe,"California, USA",Anyone get a #COVID vaccine at the #Indio fairgrounds? How was your experience?,0,0
Khaleda,"Manchester, England","RT @DrNeilStone: Can we all just definitively agree that not a single dose of Covid vaccine should be wasted, and that if any are left over…",0,3988
Peter Behan (HealthCare Charity Whistleblower),"Dublin City, Ireland",RT @LukeMartin_DL: Prof Michael O’Connell should resign as Master of the Coombe. His position is completely untenable. Diverting Covid vacc…,0,2
Marc,,"RT @heidiheather17: @PaulMitchell_AB With Covid, correlation equals causation,
but with Covid vaccine, correlation does not equal causation…",0,4
John Swahn,Monte-Carlo,Norway Officials ‘Not Alarmed’ by Deaths of 23 Elderly People After COVID Vaccine • Children's Health Defense https://t.co/fdjBhSww6b,0,0
Dave Kitching,"Brighton, England","RT @DrNeilStone: Can we all just definitively agree that not a single dose of Covid vaccine should be wasted, and that if any are left over…",0,3988
VALLEY HEIGHTS 🇦🇺,Australia,RT @JenniferGame6: 30 Norwegians over the age of 75 have reportedly died from the Pfizer COVID vaccine in recent days but no report of the…,0,5
Lauren Weber,"St Louis, MO","Member of @PresElectBiden #covid19 taskforce @celinegounder lays out her thinking on the complex issues of equity and access for the covid vaccine, citing our latest @KHNews @NBCNews report 👇

https://t.co/60tLfyLrpy https://t.co/c5wNt9UawW https://t.co/5bmmlXhVht",2,0
Fernando Vargas,,@ksatnews Did you hear about the COVID vaccine appointments that turned to be false?,0,0
☃️Snowy Levy,"Ohio, USA","RT @ZacharyWhitten: Do yourself a favor - block/mute/unfollow ANYONE that says the COVID vaccine killed 23 people in Norway.

The vaccine w…",0,4
Kevin 🌊🌊🌊🌈 🇺🇸 🍑🆘,California,RT @fastlerner: Doctor who joined Capitol attacks leads a far-right campaign against Covid-19 vaccine https://t.co/YzidWZtSae,0,32
scott mcnaughton,Redcliffe,RT @DrEricDing: BREAKING—UK🇬🇧 Cabinet minister Dominic Raab has refused to guarantee that all people who have received first dose of corona…,0,1594
Sherill Dykeman,"Sandwich, MA",@dougmcneall @florian_krammer Covid vaccine made me sick,0,0
The Grand Ducal Queenslander,Queenslander,RT @DrEricDing: BREAKING—UK🇬🇧 Cabinet minister Dominic Raab has refused to guarantee that all people who have received first dose of corona…,0,1594
Jemima1931,,"RT @JujuliaGrace: Just poured myself a strong cup of coffee and sat down at my desk.

This government needs to be held to account at every…",0,978
Question Everything !!!,Albion ,"RT @TheRustler83: That’s another 23 to add to the 27 Vaccine deaths in the NY Care Home ....

None being reported by U.K. media yet hmmmm🤔…",0,16
DEADDILF (humble era) 🙏🏻,,@fairies_daisies @rubberchild Streets are saying she lied about Covid vaccine side effects,0,0
Corona Update Bot,,RT @Independent: Up to one fifth of staff in some care home groups ‘refusing Covid vaccine’ https://t.co/lhz4yh5vJY,0,4
A Caring Mind,London,Norway urgently changes Covid vaccine guidance after 23 die in days following Pfizer jab https://t.co/en9XJsTfdh,0,0
Tina,maryland,Well that’s 1 side effect some of us won’t have to worry about. Ultra-Orthodox rabbi tells followers Covid vaccine ‘can turn people gay’ https://t.co/p8UdcFaoHX,0,0
Jessica Jewett,"Atlanta, GA",Does anyone know how I go about finding out if I'm eligible for a Covid vaccine and where I can get it?,1,0
The Independent,"London, England",Up to one fifth of staff in some care home groups ‘refusing Covid vaccine’ https://t.co/lhz4yh5vJY,8,4
MicHELLe,"Upper Left, Cascadia",@hemantmehta Now to convince my aunt that Satan and Bill Gates aren’t microchipping us with the mark of the beast in the COVID vaccine I just made an appointment for...,0,0
Gordon Anderson,,RT @DrEricDing: BREAKING—UK🇬🇧 Cabinet minister Dominic Raab has refused to guarantee that all people who have received first dose of corona…,0,1594
Lucy McDonnell,"Monaghan, Ireland",RT @_shaunaaaa_: If you have sat on these seats then you don’t need to worry about what’s in the covid vaccine #partygon https://t.co/CNPBj…,0,4
The face toucher,"Cottonwood, AZ","RT @dnvolz: 14,306,422 (+ 635,712) vaccine doses have now been administered in the U.S., according to Bloomberg’s vaccine tracker. An avera…",0,1
StopEndlessWar,"Ashland, Oregon","RT @_whitneywebb: I wonder why Bill Gates could possibly be interested in dominating the US' food supply

https://t.co/PpvAitLniQ",0,674
Dreaming of Peace,United States,"RT @Josef1601: Big Tech's days are coming to an end.   The world is not going to put up with the petulance of our tofu loving elite.

On an…",0,23
rwingstem,on the farm...in my head,"@ianbremmer Haven’t seen any condemnation from Merkel, given she and Putin discussed recently Navalny’s poisoning and have agreed to coproduce a Covid vaccine.",0,0
Noelle777,United States,RT @DrEricDing: BREAKING—UK🇬🇧 Cabinet minister Dominic Raab has refused to guarantee that all people who have received first dose of corona…,0,1594
Alexandra,,"RT @MaximeBernier: The USSR used internal passports to control its citizens.

The Ford government plans to issue a ‘vaccine passport’ witho…",0,707
Dustin Volz,"Washington, DC","14,306,422 (+ 635,712) vaccine doses have now been administered in the U.S., according to Bloomberg’s vaccine tracker. An average of 898,410 shots were recorded each day for the last week. https://t.co/3pwywCeYnn",3,1
Julian Martalog,"ÜT: 43.525782,-79.857712","RT @MoriartyLab: #Canadians pls share to prevent spread of misinformation

FACT-CHECK

Did 23 People In Norway Die After Receiving COVID Va…",0,99
turkey tom,,"I once ate a piece of pizza that fell cheesy side down onto the Burrito Loco floor. I have no concerns about what’s in the Covid vaccine, babe 😗",1,0
Kirk Curry,,"RT @BrighterGreenNY: Workers on farms, in supermarkets, and in meatpacking plants have been on the frontlines during the pandemic but aren'…",0,15
dari ansy,,Biden CDC pick confident there's enough Covid vaccine to meet target amid confusion over stockpile https://t.co/CdnEy3bPSH https://t.co/3znANlAOM9,0,0
Izu ひhiara ☥,Hic et ubique terrarum,A guide to helping boomers sign up for their COVID vaccine https://t.co/Rk2qI8zkUf https://t.co/uTtnC38xCf,0,0
Doireann O'Mahony,Dublin via Cork,"RT @DrNeilStone: Can we all just definitively agree that not a single dose of Covid vaccine should be wasted, and that if any are left over…",0,3988
Robyn McKenna,"Belfast, Northern Ireland",My lovely grandparents got their first COVID vaccine doses on Friday evening! 🙌🏼 Feeling very happy/relieved/positive (and still totally wowed by the pace and scale of the science behind this!) 🦠💉,1,0
Reg Curren 🇨🇦,Calgary,"RT @PaulSaxMD: Lots of questions about the Covid-19 vaccines -- here are some of the more common ones, with my answers. Directed at clinici…",0,894
Leigh Roberts💙,"Weymouth, England",RT @DrEricDing: BREAKING—UK🇬🇧 Cabinet minister Dominic Raab has refused to guarantee that all people who have received first dose of corona…,0,1594
Delta,Glasgow,RT @DrEricDing: BREAKING—UK🇬🇧 Cabinet minister Dominic Raab has refused to guarantee that all people who have received first dose of corona…,0,1594
Timber 🌊 🇺🇸 🇲🇽 🏳️‍🌈,"California, USA","RT @BuzzFeedNews: Opinion: We still don’t have an HIV vaccine. That’s why you should get one for COVID-19.

""As a gay man who lived through…",0,22
Mary Overfield,"Rochester, NY","RT @DrNeilStone: Can we all just definitively agree that not a single dose of Covid vaccine should be wasted, and that if any are left over…",0,3988
William,"England, United Kingdom","@Amelia28938902 @AdamBodie Coming from the person with ""anti covid vaccine"" and ""antilockdowner"" in their bio.

Dear oh dear... 😂😬",0,0
Mark Ready 😊,UK,"RT @denisrancourt: ""In December, 3,916 COVID vaccine-related adverse events, including 13 deaths, were reported to VAERS. As more adverse e…",0,163
User 07,,"RT @DrNeilStone: Can we all just definitively agree that not a single dose of Covid vaccine should be wasted, and that if any are left over…",0,3988
1st Baron Collingwood,,"RT @Philosophi_Cat: 90 year old dies after positive Covid test &gt; they died from Covid

90 year old dies after Covid vaccine &gt; they died fro…",0,24
Badamshin,,RT @mariofusco: Here in Italy people started to share this figure claiming that this is the diagram of the 5G chip that has been inserted i…,0,10267
Pete Bauer,"Sherwood Park, AB","RT @MoriartyLab: #Canadians pls share to prevent spread of misinformation

FACT-CHECK

Did 23 People In Norway Die After Receiving COVID Va…",0,99
del,,RT @ifoyoo: people will refuse the covid vaccine because they think it has a microchip in it but will have an amazon alexa,0,6
no.,,I would die for these shoes. COVID vaccine got me feeling ~reckless~ with my wallet https://t.co/Qs0ED8glf3,0,0
Alan Miller 🏴󠁧󠁢󠁳󠁣󠁴󠁿🇪🇺🇫🇷🇨🇿🇨🇮,"Stirling, Scotland",RT @JJHTweets: If having 2 doses of the Covid vaccine isn't important and UK Gov are promising every adult to have 1 dose by September then…,0,2109
"Bobby Dean Fulton, Jr","Greenville, MS",RT @Independent: Up to one fifth of staff in some care home groups ‘refusing Covid vaccine’ https://t.co/1ewVHLvZAr,0,18
fran,she/they•21• ☭,RT @ninjacole97: this is what the covid vaccine did to rosalía...still want it?  https://t.co/QrpAmaQrCo,0,391
Christian Larsson #NeverBiden,"Alingsås, Sweden","RT @_whitneywebb: I wonder why Bill Gates could possibly be interested in dominating the US' food supply

https://t.co/PpvAitLniQ",0,674
gickey ga gouse,Not So Hidden Leaf Village,i just imagined a scenario where a kid uses the covid vaccine to come out to their anti-vax parents,1,0
Mark Sandler,United Kingdom,"This calculator estimates where you are in the queue to receive a COVID vaccine in the UK. 
https://t.co/3GD2rkmzag

#COVID19  
#vaccine  
#Covid19UK 
#Jab",0,0
Barbra Dook,"Brooklyn, NY",RT @acechhh: heartbreaking! this is my cousin having serious muscle convulsions after getting the COVID vaccine! please share if u can http…,0,18
Michael Tanel,"Toronto, Canada","RT @MoriartyLab: #Canadians pls share to prevent spread of misinformation

FACT-CHECK

Did 23 People In Norway Die After Receiving COVID Va…",0,110
Harleen Kaur,"Oswego, NY","RT @DrNeilStone: Can we all just definitively agree that not a single dose of Covid vaccine should be wasted, and that if any are left over…",0,4052
jenny 🦩,naboo,MY MOMS GETTING HER FIRST COVID VACCINE NEXT WEEK IM !!!!,0,0
Mikhail Kats,"Madison, WI","@Yair_Rosenberg @mattyglesias One would think that media over-emphasis (NY, CA) or under-emphasis (Midwest, South, etc) would have an effect on the vaccine distribution efforts, but there seems to be little pattern to the vaccination numbers... https://t.co/tGHYhXxhrG https://t.co/57CrxNnJ5d",0,0
ToniT,,RT @PalmerReport: Florida Governor Ron DeSantis is corruptly screwing with the COVID vaccine rollout https://t.co/9BdR8bJ2I3,0,45
Dr. Craig Garfield,Chicago,"#grateful for COVID vaccine #2 from @LurieChildrens (shirt by @FCHIP)--shots 7 days a week! Will still wear mask, social distance; only change--went left arm instead of right this time. Walked out to beautiful message @BCBSIL bldg #MLKDay2021 https://t.co/tC8crgqNQX",0,0
Monsy Alvarado,Woodland Park,Can NJ mandate students &amp; teachers get the COVID vaccine? Your questions answered https://t.co/gwO9C6sool via @NorthJersey,0,0
BLM.,"Boston, MA",RT @DuttyJermz: I got my COVID vaccine today 🤨  https://t.co/5VzQO7kvq2,0,8875
Bod-eCloud™,World,"Top story: Top Health News  Covid vaccine: Raab refuses to guarantee everyone will receive second dose | The Independent https://t.co/TfKQ0uHpUz, see more https://t.co/PST4HGdgAO",0,0
amaria j 🦋,nc,RT @DuttyJermz: I got my COVID vaccine today 🤨  https://t.co/5VzQO7kvq2,0,8875
Rusi Totev 🧢,Bulgaria,"RT @ArmstrongDrew: 🇺🇸💉VACCINE DATA UPDATE (Jan. 17)💉🌏

🇺🇸US: 14.3M doses administered
➕636k from y'day (normal light weekend update)
📈898k…",0,51
essential ese,West,RT @PUNISHEDASH: If they were able to make a covid vaccine so quickly then where exactly is the Anglo vaccine,0,23
れざ,UNITEN KSHAS,RT @DuttyJermz: I got my COVID vaccine today 🤨  https://t.co/5VzQO7kvq2,0,8875
Norah Holder,"Collingwood, ON","RT @statnews: The technology behind the Covid-19 vaccines, mRNA, had a fascinating back story.
Learn how this once-dismissed idea became a…",0,24
orlando,,"RT @quitvocaIs: when the swifties discover that the covid vaccine was created by more than 10 scientists and they go anti vaccines

 https:…",0,26
Amanda,NY,"@JustinMcElroy I got my first shot this past Tuesday! I have no underlying health issues, no adverse reactions to previous vaccines and no allergies. No reaction to the covid vaccine beyond a little soreness at the injection site for about 24 hours. It's perfectly safe! 😊",0,0
vapid thot,"she/ her, 19, nz","RT @swtaamira: when the swifties discover that the covid vaccine was created by more than 10 scientists and they go anti vaccines

 https:/…",0,27
LINDA PIRRONE,,"RT @ArmstrongDrew: 🇺🇸💉VACCINE DATA UPDATE (Jan. 17)💉🌏

🇺🇸US: 14.3M doses administered
➕636k from y'day (normal light weekend update)
📈898k…",0,51
Jer Roberts,,RT @PalmerReport: Florida Governor Ron DeSantis is corruptly screwing with the COVID vaccine rollout https://t.co/9BdR8bJ2I3,0,45
Trina 💫,"England, United Kingdom","RT @SkyNews: All UK adults will be offered COVID vaccine by September, foreign secretary says https://t.co/6WC3IafM9K",0,147
Jonathan Ortiz for New York,"Bronx, NY",Said it before and said it again: The Church can be the biggest change maker in the administration of the #covid vaccine!   https://t.co/vzkHUFXodB,0,0
londonyc,London 🚓 | New York 🚕,"RT @JujuliaGrace: Just poured myself a strong cup of coffee and sat down at my desk.

This government needs to be held to account at every…",0,1014
Danijel,,"RT @swtaamira: when the swifties discover that the covid vaccine was created by more than 10 scientists and they go anti vaccines

 https:/…",0,27
alex,,RT @gwsevi: when swifties discover the covid vaccine was created by more than ten scientists https://t.co/AxLhwB4V0D,0,15
👑🧜🏽‍♀️💦juss4dagawds🧜🏽‍♀️🔥👑,Where the 💦🔥 flows,Y’all fools if u get that damn covid vaccine and if u do don’t come round me  …this gonna be y’all https://t.co/pyXgSlUcON,0,0
Tiggerpan,Long Island NY,"RT @JoeBiden: To get as many people vaccinated as quickly as possible, we need more clinics across the nation. That’s why my administration…",0,5777
oli r.,Metro Manila,"RT @ohlistic: Would you avail of the first FDA-approved COVID vaccine that is accessible to you, whoever its maker?",0,1
sarah,she/her,YEEEEAHHHH COVID VACCINE CONFIRMATION EMAIL https://t.co/ywKCax3IJr,0,0
Hemu,India,"RT @UebertAngel: Mainstream Media silent after 23 people die after COVID VACCINE.

Posting This will be treated as MISINFORMATION! https://…",0,150
emmy🧸,California,Just signed up for my covid vaccine 🥰,0,0
Samantha,Australia,"RT @DrNeilStone: Can we all just definitively agree that not a single dose of Covid vaccine should be wasted, and that if any are left over…",0,4052
Leo,UCM,"When I come across a post of someone getting the covid vaccine, I look at the comments just to get a good laugh. You’re really telling me that someone who didn’t even pass high school science knows more than a world renowned scientist?",0,0
COM 🖖🏼,🌎,RT @PalmerReport: Florida Governor Ron DeSantis is corruptly screwing with the COVID vaccine rollout https://t.co/9BdR8bJ2I3,0,45
Deana Batross,"Ohio, USA",RT @IDSAInfo: “We need to double down on our work to reach those who don’t have resources to find out where to go to get vaccinated...[we n…,0,1
アダム・スミス２世,,"RT @ArmstrongDrew: 🇺🇸💉VACCINE DATA UPDATE (Jan. 17)💉🌏

🇺🇸US: 14.3M doses administered
➕636k from y'day (normal light weekend update)
📈898k…",0,51
Mickey11,,RT @PalmerReport: Florida Governor Ron DeSantis is corruptly screwing with the COVID vaccine rollout https://t.co/9BdR8bJ2I3,0,45
Beverly,,RT @PalmerReport: Florida Governor Ron DeSantis is corruptly screwing with the COVID vaccine rollout https://t.co/9BdR8bJ2I3,0,45
Patsy OrozcoGonzales,"California, USA","RT @Newsweek: West Virginia, only state to shun Walgreens, CVS, leads U.S. COVID vaccine rates https://t.co/8FYSI09r5R",0,7
Alter👿Ego😈,"California, USA",RT @PalmerReport: Florida Governor Ron DeSantis is corruptly screwing with the COVID vaccine rollout https://t.co/9BdR8bJ2I3,0,45
Chrissa G,,RT @PalmerReport: Florida Governor Ron DeSantis is corruptly screwing with the COVID vaccine rollout https://t.co/9BdR8bJ2I3,0,45
PsychoDad39,,RT @TheSun: At least 23 people die in Norway just days after getting Pfizer Covid vaccine https://t.co/QFeJQ9Bbeg,0,81
Malcontent Rachel 3.5%💙🤝👍🇪🇺🇬🇧🇦🇬,,RT @PalmerReport: Florida Governor Ron DeSantis is corruptly screwing with the COVID vaccine rollout https://t.co/9BdR8bJ2I3,0,45
Smithy #FBPE #ClimateCrisis,Elsewhere,"RT @JujuliaGrace: Just poured myself a strong cup of coffee and sat down at my desk.

This government needs to be held to account at every…",0,1014
alejandro,,"RT @swtaamira: when the swifties discover that the covid vaccine was created by more than 10 scientists and they go anti vaccines

 https:/…",0,27
Patticake🍰,United States,RT @PalmerReport: Florida Governor Ron DeSantis is corruptly screwing with the COVID vaccine rollout https://t.co/9BdR8bJ2I3,0,45
Rosycheeks,,RT @DrEricDing: BREAKING—UK🇬🇧 Cabinet minister Dominic Raab has refused to guarantee that all people who have received first dose of corona…,0,1672
Captain Kiwi,,"RT @charliecherrim: “What else, what else... the covid vaccine. You heard about this? Some people think the government’s gonna use it to ch…",0,23454
Rick,"Houston, TX",RT @CongressmanRaja: Getting the COVID vaccine is integral for our lives to go back to normal and the federal government needs to ensure st…,0,44
Now Apocalypto,Yucatan,"@destraynor @EricRWeinstein @nypost You: only idiots are worried about the risk of the covid vaccine!

Also you: can't calculate percentages, turns out covid vaccine is more dangerous than covid for most age groups. 🤡🤡🤡🤡🤡",0,0
Eli Kassab,"St George, UT","RT @geekyathltrainr: When you hear districts aren't offering the covid vaccine to their athletic trainers because we're ""not medical profes…",0,4
Maryam Rachidi,"Somerville,MA",RT @Frappe_Monster: Hi Massachusetts moots! FYI the state updates the covid vaccine map twice a week here! Next month (Feb) they plan to st…,0,1
Mandy 💙,"London, England","RT @DrNeilStone: Can we all just definitively agree that not a single dose of Covid vaccine should be wasted, and that if any are left over…",0,4052
Mary Jane Grinden,,RT @USA_Anne711: 💥 💥United States Deaths due to COVID Vaccine 👇👇55 People Died in US After Receiving COVID-19 Vaccines: Reporting System ht…,0,128
Patsy OrozcoGonzales,"California, USA",RT @PalmerReport: Florida Governor Ron DeSantis is corruptly screwing with the COVID vaccine rollout https://t.co/9BdR8bJ2I3,0,45
BLM - 🌲 🦈 🌧️ - 🔞,,RT @DrEricDing: BREAKING—UK🇬🇧 Cabinet minister Dominic Raab has refused to guarantee that all people who have received first dose of corona…,0,1672
Ripley2win,USA,Florida Governor Ron DeSantis is corruptly screwing with the COVID vaccine rollout https://t.co/1r0aPUYZS9 via @PalmerReport,0,0
country girls make do,,so if the covid vaccine makes u gay what happens if ur gay beforehand? will it cancel out my already existing gay or will I become ultimate gay,2,0
Jesus Parra,mcbo,"RT @swtaamira: when the swifties discover that the covid vaccine was created by more than 10 scientists and they go anti vaccines

 https:/…",0,27
matt,safety net,"RT @quitvocaIs: when the swifties discover that the covid vaccine was created by more than 10 scientists and they go anti vaccines

 https:…",0,26
Oakland NJ Patch,"Oakland, NJ",The number of COVID-19 vaccination sites has expanded. Here's where you can go to get one now. https://t.co/FtPzAZcCsD,0,0
PmBata,"Kansas City, MO","@aishaarij also covid antibodies only last about 3 months, so you can def get it again after your antibodies go away. some viruses are like that. that’s why you might need boosters for some vaccines. for the covid vaccine i believe you actually need two shots, a few weeks a part.",0,0
Amber Waingrow,United States,RT @claire312005: Share on Twitter https://t.co/LHUG6x2e9A,0,5
AC,UK,PRESTON! People of Preston. What do you know about your councillors? Any of them suffering from a severe reaction to the Covid vaccine? You should be told if there were. But have you been?,0,0
kartequette | #BlackLivesMatter,"Detroit, MI","RT @charliecherrim: “What else, what else... the covid vaccine. You heard about this? Some people think the government’s gonna use it to ch…",0,23454
farahh lll,Land._.,RT @TIME: mRNA technology gave us the first COVID-19 vaccines. It could also upend the drug industry  https://t.co/IKLbsELHeO,0,51
Robert H. Woodman,"Columbus, Ohio USA",RT @MLynnJohnsonOP: This is a @FrMatthewLC appreciation post; I just read through his account for factual articles to make responses to par…,0,4
Banu191919,"İstanbul, Turkey",RT @TIME: mRNA technology gave us the first COVID-19 vaccines. It could also upend the drug industry  https://t.co/IKLbsELHeO,0,51
"Seattle,WA Jobs","Seattle, WA","CVS Health is looking for teammates like you. See our latest Pharmacist job openings, including ""Pharmacist – COVID Vaccine Support"", via the link in our bio. #Silverdale, WA",0,0
Pádraic Mac an Bháird,Mercia & Uí Fidgenti,RT @DrEricDing: BREAKING—UK🇬🇧 Cabinet minister Dominic Raab has refused to guarantee that all people who have received first dose of corona…,0,1672
elii.,,anybody wanna say any last words to me before i take this covid vaccine¿?😗😗,0,0
Leo,UCM,"After reading people’s tweets about their opinion on the covid vaccine and the increase in minimum wage, I now understand why the United States is ranked 27th in education",1,0
Wildraar 🦊🐯🐵,UK,A good public health &amp; Covid vaccine news story for the UK 👇 https://t.co/ssB7trq8J1,0,0
Super Rookie - Tim Hayes,"Orlando, FL","Over 1mil in Florida have received a shot or finished the Covid vaccine program. That represents 4.5% of the population. Highest day of shots given was 80k. 

So, only 256 days to go.",2,0
one day closer,,"RT @MrRobertBob1: What a surprise. 

Raab refuses to guarantee everyone will receive second dose of Covid vaccine https://t.co/Hb4jajH6NT",0,147
🐘haN🌊,,"RT @JoeBiden: To get as many people vaccinated as quickly as possible, we need more clinics across the nation. That’s why my administration…",0,5777
Ann,"Lowell, MA",RT @PalmerReport: Florida Governor Ron DeSantis is corruptly screwing with the COVID vaccine rollout https://t.co/9BdR8bJ2I3,0,45
Heather 🇺🇸💙✌,,RT @PalmerReport: Florida Governor Ron DeSantis is corruptly screwing with the COVID vaccine rollout https://t.co/9BdR8bJ2I3,0,45
Peanutz 🥜😷🇵🇷🇺🇸🌊🌏🗽☕,"Pennsylvania, USA",RT @PalmerReport: Florida Governor Ron DeSantis is corruptly screwing with the COVID vaccine rollout https://t.co/9BdR8bJ2I3,0,45
Angela #IStandWithJeremy Corbyn,Sheffield,"RT @JujuliaGrace: Just poured myself a strong cup of coffee and sat down at my desk.

This government needs to be held to account at every…",0,1014
nanda⁷ 🇻🇪,she/her,"RT @quitvocaIs: when the swifties discover that the covid vaccine was created by more than 10 scientists and they go anti vaccines

 https:…",0,26
Cambridges News,"İstanbul, Türkiye","RT @chrisshipitv: Get a Covid vaccine when your turn comes, urges Prince William as he says how “proud” he is that his granny and grandad,…",0,24
Vanessa Steffen 💙,,RT @DrEricDing: BREAKING—UK🇬🇧 Cabinet minister Dominic Raab has refused to guarantee that all people who have received first dose of corona…,0,1672
Linda Lamb,,This is how long you must wait after your Covid vaccine before seeing friends and family https://t.co/tbeqnaF3Vf,0,0
Ⓜ️✖️ 🏳️‍🌈 💻📱🛸(she/they),solidarity #BlackLivesMatter,RT @DrEricDing: BREAKING—UK🇬🇧 Cabinet minister Dominic Raab has refused to guarantee that all people who have received first dose of corona…,0,1672
justageekboy✌️❤️🌮🌊🌊🌊,"Orlando, FL",RT @PalmerReport: Florida Governor Ron DeSantis is corruptly screwing with the COVID vaccine rollout https://t.co/9BdR8bJ2I3,0,45
Sh #FBPE 🇪🇺🇬🇧🇪🇸,West Yorkshire ,"RT @JujuliaGrace: Just poured myself a strong cup of coffee and sat down at my desk.

This government needs to be held to account at every…",0,1014
David Balfe,Near Brighton,"RT @DrNeilStone: Can we all just definitively agree that not a single dose of Covid vaccine should be wasted, and that if any are left over…",0,4052
hennessys🍓,"Arizona, USA",RT @DuttyJermz: I got my COVID vaccine today 🤨  https://t.co/5VzQO7kvq2,0,8875
Norman F Russo,CA,"RT @ClaraJeffery: Dollar General is a horrific company but on this one thing, it’s doing good.

I think government(s) should also provide a…",0,1
Brad Benson,"New York, NY",RT @NYDailyNews: The Trump administration is leaving a “huge mess” in terms of vaccine distribution for President-elect Joe Biden to clean…,0,17
Vitor Santos,Brasil,"RT @thehill: Incoming Biden chief of staff on COVID vaccine rollout: ""We're inheriting a huge mess"" https://t.co/uvlfqEH1Th https://t.co/vQ…",0,86
Reese,,"RT @njalva: 1. Have the PM &amp; key Ministers in Govt been vaccinated against Covid? 

2.  If YES: When? Which vaccine were they given?

3. If…",0,331
